feature_1,feature_2,feature_3
48.559096704220714,47.40644599502721,47.77368276864675
57.01983725098863,48.086175743256696,20.05293171318085
53.323183440677155,45.98993782254248,45.6608263170961
51.158847867008554,53.48446605360081,73.27117373198286
56.56636506798669,51.65760766165748,35.23356795310359
39.85337632512283,53.69513292816803,76.22161654408096
50.41656863903384,48.405150593438236,60.63552440801739
35.46454701991322,45.315840242831605,59.8072506518705
58.73404385379447,46.390554910172966,57.53199717375821
52.48213449328414,61.73490213055463,27.735555715036547
55.68250687585386,27.282194124122903,-2.398908444377035
43.931092718004976,36.262849304810075,67.52024486112813
56.64265899612895,31.71387888056457,66.94722846696001
39.977971757576505,48.70634230495574,44.122004440869354
51.14419857460921,62.27954467315651,62.76827581584887
53.498851018692086,59.74922146709448,59.56984075300237
43.730145347804,39.23943359275134,40.60063451727972
54.993264004767816,46.248266435039234,96.71508444961096
41.807074578135065,33.516881001467624,65.36947030939393
64.21849981343465,57.585390362588896,66.71634691935347
64.26344977442162,48.58958785975544,21.540821337220457
44.679234516812876,64.29343635974865,21.126431878434232
50.335313207872616,53.79856039013093,43.68815670372659
57.23631986368097,58.711696122898495,96.42817033801462
56.19967767773136,40.85894812035407,38.764048153319386
41.68418898757994,64.28410339723732,38.66334330372598
134.82501862597684,61.239539289345124,35.53074018697187
47.063420363822814,22.38070601594126,28.350427619225734
44.3226358780815,56.236414827750075,73.86986544886594
49.81533186836288,53.92046418799704,53.359387370944646
60.84741113453604,63.4003279810731,55.473866308150846
39.89055696554688,63.55077971516892,57.62094255911504
62.269415497142205,49.5514011097818,89.06201848967692
46.41123659678178,73.89590621394565,52.302379452144656
44.83730990754498,33.07328190811407,46.979388969223265
64.23321026167184,62.24561744922092,63.77767728532006
26.241274269088024,60.66446306855058,61.11704821839683
44.50073715594673,40.58923450729406,49.95379096372838
67.24876263148732,34.173489508665135,41.4438993052743
63.61784750350584,43.30773800858374,42.7149704827812
50.977763472886764,31.380659350464565,54.39890860300026
37.90382403026365,63.27797465537217,50.06361645515979
72.8343146684775,54.21260770296552,77.31378980865497
36.96736028282636,48.16790984717202,56.462913080282064
67.45720918371049,24.786260929685543,69.81239359617645
55.91354013815916,-5.5991253101140614,64.2477103615744
50.520711851039486,42.17525524372761,25.0364056431456
51.954227649029704,47.12454846507033,90.40534676159282
43.88975172015152,54.80587767807669,18.619971606485407
46.04537421673822,53.91721820136649,66.47920025039011
64.481016868281,49.33777735506096,27.655102418782278
54.5785039949154,57.7548064762069,59.833166856765395
42.99712300825267,67.00076596380332,51.757918218090296
56.99824621715986,69.11109860141671,62.185446411317024
52.86516027981771,82.29192852650786,54.874060819443
47.040357672279185,51.67950556374545,79.6553733687427
51.187124868868004,57.79066482708818,73.91462880664326
44.871413897731706,24.10145346119532,55.98846304432882
52.29734794523969,40.87984732158778,67.42172762084834
56.0756737698457,35.075113676008755,60.36436888042405
48.038950410974245,27.754620946890785,59.05900466131937
49.54785373320609,38.82075651215199,60.45891173793496
54.88093272192379,41.336942240835526,58.007043810693546
60.15064936192444,39.31000046471447,57.61780054803185
50.02755750481307,83.99015465976326,12.753940584436258
56.952839314064626,45.40632470328177,47.996049023403344
69.01588976383269,49.87140273108809,94.81887407551136
45.57852034586453,55.25768062022164,40.18304996650217
43.09311987382116,50.937246896772976,44.348569493017955
52.02491583986428,18.424581984137543,90.04935377219198
48.33003091218721,76.14358259350989,29.857757477870432
52.925357047242684,97.47413152215329,32.60541633787422
35.047002268917346,41.802356969950395,59.44976854645211
56.93340040061296,69.3555003203214,44.8597520321337
33.97749240499698,43.47455293287371,74.80445389603514
-6.146493401509886,20.64591821937495,49.29896976623687
63.9816809132213,81.89822205425652,61.23373277569555
53.09302312799502,31.396914980214067,33.13514252064989
50.469158575061655,57.547966112202936,61.6036838223953
45.21791444865864,32.72086657364727,34.44436317800174
38.43025605740239,59.6511377414599,3.754377879086796
46.667219743905065,56.74817498151817,80.4402544932988
50.71299675050972,65.01925909271165,42.01991856437816
42.55596013467909,112.2182404281472,80.54671563803664
59.94221143897746,57.31096889693923,116.60537727123543
49.676586274738504,59.30524476543202,56.15183105117023
47.7811430987584,84.74257021657276,80.13209606074227
36.00520365379445,44.00230516572177,58.56673076736575
57.831832150420475,29.773293952799303,4.888768259563946
30.93633031238218,48.933328049881716,47.93593641920645
53.452193761145146,38.45487833181413,25.51524648187875
29.769549424206506,54.93781038121155,57.40107916975553
59.92993670355711,61.86193531968849,46.18568838126115
63.492609627534854,47.95449632710176,36.78327227363855
44.79421556696432,41.2278253294191,6.6852656099931735
51.563260529857665,53.74828387643249,42.754683782358036
42.861585299135854,55.577057365329146,84.33741175095382
50.38255152504981,42.385495891854404,38.17105595154139
49.30243561854838,31.028516434378368,47.49478623603841
50.61182264336781,77.67018031649285,68.8694752822675
60.34029235649879,39.3057718835114,63.39843086472486
38.60617525450083,54.67941045036305,58.37474520837718
42.33590583937764,79.99069707742234,61.34747325501326
30.97271697105491,157.268835125996,41.85176362219984
50.01376215816302,56.986471863712744,57.81065334623084
29.60848656965385,32.625203845796236,65.45248317149183
63.012042492292906,78.54729329993751,86.0633647730621
29.444633953695206,61.54223181404676,11.674195977697927
66.13600728541995,53.800241042330725,27.17662424045922
70.0990094709114,59.659563054363076,12.17702222097055
52.934681174606204,39.032901385019294,52.225909599404794
45.34805385444636,70.60240829402981,21.534272236328512
53.17405168261416,77.21282510899965,33.46079402059458
52.106486760582186,53.030024614251154,36.20595622242824
56.478936227652525,51.45575422714845,31.12464990433753
67.6201610489885,61.874224948847036,46.657861099549365
43.633252325565365,38.23456066684211,74.61881945121105
48.53521765459451,56.891573057971335,46.3108659821413
56.16409469817358,48.26031304811175,65.27707744954138
48.16789090178471,62.44380945677783,63.44768218699276
48.833901993388196,37.10334139360119,31.19760018912389
